Time,ID,B0,B1,B2,B3,B4,B5,B6,B7
-1496624509.54818,077,01,25,08,72,7F,F8,05,F3
-1496624509.5484,07D,00,00,F0,F0,00,3F,EF,FE
-1496624509.56153,078,01,28,80,10,00,00,00,00
-1496624509.56815,076,36,3B,C0,80,00,00,00,00
-1496624509.56816,077,01,27,08,72,7F,F7,F9,F4
-1496624509.5684,07D,00,00,FF,00,00,3F,EF,FE
-1496624509.58103,078,01,28,80,10,00,00,00,00
-1496624509.58791,076,36,3A,C0,80,00,00,00,00
-1496624509.58816,077,01,28,08,72,7F,F7,F9,F3
-1496624509.5884,07D,00,00,FE,10,00,3F,EF,FE
-1496624509.60144,078,00,28,00,10,00,00,00,00
-1496624509.60803,076,36,39,C0,80,00,00,00,00
-1496624509.60828,077,01,29,08,71,7F,F7,FD,F3
-1496624509.60855,07D,00,00,FD,20,00,3F,EF,FE
-1496624509.62145,078,55,29,80,10,00,00,00,00
-1496624509.62867,076,36,39,C0,80,00,00,00,00
-1496624509.62869,077,01,2B,08,6E,7F,F8,01,F4
-1496624509.62879,07D,00,00,FC,30,00,3F,EF,FE
-1496624509.64154,078,01,28,80,10,00,00,00,00
-1496624509.64803,076,36,39,C0,80,00,00,00,00
-1496624509.64816,077,01,2D,08,70,7F,F8,05,F3
-1496624509.64841,07D,00,00,FB,40,00,3F,EF,FE
-1496624509.66154,078,00,28,00,10,00,00,00,00
-1496624509.66818,076,36,39,C0,80,00,00,00,00
-1496624509.66819,077,01,2F,08,71,7F,F7,F5,F7
-1496624509.66842,07D,00,00,FA,50,00,3F,EF,FE
-1496624509.68117,078,01,28,80,10,00,00,00,00
-1496624509.68857,076,36,39,C0,80,00,00,00,00
-1496624509.68858,077,01,30,08,71,7F,F7,ED,F5
-1496624509.68858,07D,00,00,F9,60,00,3F,EF,FE
-1496624509.70155,078,01,28,80,10,00,00,00,00
-1496624509.70817,076,36,39,C0,80,00,00,00,00
-1496624509.70829,077,01,31,08,73,7F,F7,F1,F3
-1496624509.70855,07D,00,00,F8,70,00,3F,EF,FE
-1496624509.7218,078,54,29,00,10,00,00,00,00
-1496624509.72857,076,36,39,C0,80,00,00,00,00
-1496624509.72858,077,01,32,08,75,7F,F7,F9,F6
-1496624509.72859,07D,00,00,F7,80,00,3F,EF,FE
-1496624509.74147,078,01,28,80,10,00,00,00,00
-1496624509.74818,076,36,39,C0,80,00,00,00,00
-1496624509.74842,077,01,34,08,77,7F,F7,F5,F4
-1496624509.74856,07D,00,00,F6,90,00,3F,EF,FE
-1496624509.7618,078,01,28,80,10,00,00,00,00
-1496624509.76856,076,36,39,C0,80,00,00,00,00
-1496624509.76858,077,01,36,08,78,7F,F7,E9,F4
-1496624509.76868,07D,00,00,F5,A0,00,3F,EF,FE
-1496624509.7813,078,00,28,00,10,00,00,00,00
-1496624509.78808,076,36,39,C0,80,00,00,00,00
-1496624509.78809,077,01,38,08,7A,7F,F7,F5,F3
-1496624509.78831,07D,00,00,F4,B0,00,3F,EF,FE
-1496624509.80145,078,01,28,80,10,00,00,00,00
-1496624509.80806,076,36,3A,C0,80,00,00,00,00
-1496624509.80831,077,01,39,08,7C,7F,F8,01,F3
-1496624509.80856,07D,00,00,F3,C0,00,3F,EF,FE
-1496624509.82169,078,55,29,80,10,00,00,00,00
-1496624509.82845,076,36,3A,C0,80,00,00,00,00
-1496624509.82846,077,01,3A,08,7A,7F,F7,FD,F5
-1496624509.82858,07D,00,00,F2,D0,00,3F,EF,FE
-1496624509.84145,078,00,28,00,10,00,00,00,00
-1496624509.84793,076,36,3B,C0,80,00,00,00,00
-1496624509.84819,077,01,3B,08,79,7F,F7,ED,F6
-1496624509.84844,07D,00,00,F1,E0,00,3F,EF,FE
-1496624509.86145,078,01,28,80,10,00,00,00,00
-1496624509.86808,076,36,3B,C0,80,00,00,00,00
-1496624509.86819,077,01,3C,08,7B,7F,F7,F1,F3
-1496624509.86844,07D,00,00,F0,F0,00,3F,EF,FE
-1496624509.88119,078,01,28,80,10,00,00,00,00
-1496624509.88794,076,36,3C,C0,80,00,00,00,00
-1496624509.88819,077,01,3D,08,7A,7F,F7,F9,F4
-1496624509.88832,07D,00,00,FF,00,00,3F,EF,FE
-1496624509.9016,078,00,28,00,10,00,00,00,00
-1496624509.9082,076,36,3D,C0,80,00,00,00,00
-1496624509.90832,077,01,3F,08,7C,7F,F7,F5,F6
-1496624509.90863,07D,00,00,FE,10,00,3F,EF,FE
-1496624509.92107,078,55,29,80,10,00,00,00,00
-1496624509.92832,076,36,3E,C0,80,00,00,00,00
-1496624509.92833,077,01,41,08,79,7F,F7,F1,F6
-1496624509.92858,07D,00,00,FD,20,00,3F,EF,FE
-1496624509.94195,078,01,28,80,10,00,00,00,00
-1496624509.9486,076,36,3F,C0,80,00,00,00,00
-1496624509.94861,077,01,42,08,7A,7F,F7,ED,F5
-1496624509.94862,07D,00,00,FC,30,00,3F,EF,FE
-1496624509.96157,078,00,28,00,10,00,00,00,00
-1496624509.9682,076,36,40,C0,80,00,00,00,00
-1496624509.96821,077,01,43,08,79,7F,F7,F5,F3
-1496624509.96832,07D,00,00,FB,40,00,3F,EF,FE
-1496624509.98108,078,01,28,80,10,00,00,00,00
-1496624509.98896,076,36,40,C0,80,00,00,00,00
-1496624509.98897,077,01,44,08,79,7F,F7,FD,F3
-1496624509.98898,07D,00,00,FA,50,00,3F,EF,FE
-1496624510.00148,078,01,28,80,10,00,00,00,00
-1496624510.00808,076,36,42,C0,80,00,00,00,00
-1496624510.00821,077,01,46,08,7A,7F,F7,FD,F6
-1496624510.00859,07D,00,00,F9,60,00,3F,EF,FE
-1496624510.02172,078,54,29,00,10,00,00,00,00
-1496624510.02835,076,36,42,C0,80,00,00,00,00
-1496624510.02835,077,01,46,08,7A,7F,F7,FD,F6
-1496624510.02836,07D,00,00,F8,70,00,3F,EF,FE
-1496624510.04148,078,01,28,80,10,00,00,00,00
-1496624510.04798,076,36,42,C0,80,00,00,00,00
-1496624510.04809,077,01,47,08,79,7F,F7,F9,F7
-1496624510.04834,07D,00,00,F7,80,00,3F,EF,FE
-1496624510.06162,078,01,28,80,10,00,00,00,00
-1496624510.06862,076,36,42,C0,80,00,00,00,00
-1496624510.06862,077,01,48,08,7A,7F,F7,FD,F7
-1496624510.06863,07D,00,00,F6,90,00,3F,EF,FE
-1496624510.08173,078,00,28,00,10,00,00,00,00
-1496624510.08849,076,36,42,C0,80,00,00,00,00
-1496624510.0885,077,01,48,08,7B,7F,F8,01,F7
-1496624510.0885,07D,00,00,F5,A0,00,3F,EF,FE
-1496624510.10149,078,01,28,80,10,00,00,00,00
-1496624510.10809,076,36,42,C0,80,00,00,00,00
-1496624510.10834,077,01,49,08,7C,7F,F7,FD,F8
-1496624510.10863,07D,00,00,F4,B0,00,3F,EF,FE
-1496624510.12163,078,55,29,80,10,00,00,00,00
-1496624510.1286,076,36,43,C0,80,00,00,00,00
-1496624510.12861,077,01,4A,08,7B,7F,F7,F9,F5
-1496624510.12862,07D,00,00,F3,C0,00,3F,EF,FE
-1496624510.14161,078,00,28,00,10,00,00,00,00
-1496624510.14825,076,36,44,C0,80,00,00,00,00
-1496624510.14826,077,01,4C,08,7E,7F,F7,F9,F5
-1496624510.14835,07D,00,00,F2,D0,00,3F,EF,FE
-1496624510.16136,078,01,28,80,10,00,00,00,00
-1496624510.16823,076,36,44,C0,80,00,00,00,00
-1496624510.16824,077,01,4D,08,7F,7F,F7,F9,F4
-1496624510.16835,07D,00,00,F1,E0,00,3F,EF,FE
-1496624510.18176,078,01,28,80,10,00,00,00,00
-1496624510.1891,076,36,45,C0,80,00,00,00,00
-1496624510.18912,077,01,4F,08,81,7F,F7,F1,F5
-1496624510.18912,07D,00,00,F0,F0,00,3F,EF,FE
-1496624510.20174,078,00,28,00,10,00,00,00,00
-1496624510.20862,076,36,45,C0,80,00,00,00,00
-1496624510.20863,077,01,51,08,83,7F,F7,E9,F6
-1496624510.20864,07D,00,00,FF,00,00,3F,EF,FE
-1496624510.22125,078,55,29,80,10,00,00,00,00
-1496624510.22886,076,36,45,C0,80,00,00,00,00
-1496624510.22887,077,01,52,08,85,7F,F7,F1,F3
-1496624510.22899,07D,00,00,FE,10,00,3F,EF,FE
-1496624510.24161,078,01,28,80,10,00,00,00,00
-1496624510.24812,076,36,46,C0,80,00,00,00,00
-1496624510.24813,077,01,54,08,82,7F,F7,FD,F5
-1496624510.24836,07D,00,00,FD,20,00,3F,EF,FE
-1496624510.26161,078,00,28,00,10,00,00,00,00
-1496624510.26849,076,36,46,C0,80,00,00,00,00
-1496624510.2685,077,01,54,08,85,7F,F7,F1,F6
-1496624510.26851,07D,00,00,FC,30,00,3F,EF,FE
-1496624510.28125,078,01,28,80,10,00,00,00,00
-1496624510.28899,076,36,46,C0,80,00,00,00,00
-1496624510.28901,077,01,55,08,84,7F,F7,E9,F5
-1496624510.28901,07D,00,00,FB,40,00,3F,EF,FE
-1496624510.30162,078,01,28,80,10,00,00,00,00
-1496624510.30826,076,36,47,C0,80,00,00,00,00
-1496624510.30827,077,01,56,08,83,7F,F7,E5,F9
-1496624510.30849,07D,00,00,FA,50,00,3F,EF,FE
-1496624510.32187,078,54,29,00,10,00,00,00,00
-1496624510.32887,076,36,47,C0,80,00,00,00,00
-1496624510.32888,077,01,56,08,83,7F,F7,F1,F8
-1496624510.32889,07D,00,00,F9,60,00,3F,EF,FE
-1496624510.34151,078,01,28,80,10,00,00,00,00
-1496624510.34815,076,36,47,C0,80,00,00,00,00
-1496624510.34815,077,01,58,08,85,7F,F7,F1,F6
-1496624510.34837,07D,00,00,F8,70,00,3F,EF,FE
-1496624510.3615,078,01,28,80,10,00,00,00,00
-1496624510.36863,076,36,47,C0,80,00,00,00,00
-1496624510.36864,077,01,59,08,86,7F,F7,F5,F7
-1496624510.36865,07D,00,00,F7,80,00,3F,EF,FE
-1496624510.38175,078,00,28,00,10,00,00,00,00
-1496624510.38788,076,36,47,C0,80,00,00,00,00
-1496624510.38813,077,01,59,08,85,7F,F7,E9,F6
-1496624510.38838,07D,00,00,F6,90,00,3F,EF,FE
-1496624510.40139,078,03,28,80,10,00,00,00,00
-1496624510.40889,076,36,47,C0,80,00,00,00,00
-1496624510.4089,077,01,5A,08,85,7F,F7,F1,F5
-1496624510.40891,07D,00,00,F5,A0,00,3F,EF,FE
-1496624510.42177,078,55,29,80,10,00,00,00,00
-1496624510.42901,076,36,48,C0,80,00,00,00,00
-1496624510.42902,077,01,5A,08,84,7F,F7,F9,F5
-1496624510.42903,07D,00,00,F4,B0,00,3F,EF,FE
-1496624510.44176,078,00,28,00,10,00,00,00,00
-1496624510.44852,076,36,48,C0,80,00,00,00,00
-1496624510.44856,077,01,5B,08,86,7F,F7,F1,F9
-1496624510.44857,07D,00,00,F3,C0,00,3F,EF,FE
-1496624510.46128,078,01,28,80,10,00,00,00,00
-1496624510.46865,076,36,48,C0,80,00,00,00,00
-1496624510.46866,077,01,5B,08,83,7F,F7,F5,F9
-1496624510.46867,07D,00,00,F2,D0,00,3F,EF,FE
-1496624510.48153,078,01,28,80,10,00,00,00,00
-1496624510.48789,076,36,48,C0,80,00,00,00,00
-1496624510.48814,077,01,5C,08,83,7F,F7,FD,F6
-1496624510.48839,07D,00,00,F1,E0,00,3F,EF,FE
-1496624510.50152,078,00,28,00,10,00,00,00,00
-1496624510.50878,076,36,48,C0,80,00,00,00,00
-1496624510.50879,077,01,5D,08,80,7F,F8,01,F8
-1496624510.5089,07D,00,00,F0,F0,00,3F,EF,FE
-1496624510.52141,078,55,29,80,10,00,00,00,00
-1496624510.5279,076,36,48,C0,80,00,00,00,00
-1496624510.52814,077,01,5D,08,7F,7F,F7,FD,F9
-1496624510.52839,07D,00,00,FF,00,00,3F,EF,FE
-1496624510.54152,078,01,28,80,10,00,00,00,00
-1496624510.54855,076,36,48,C0,80,00,00,00,00
-1496624510.54857,077,01,5E,08,81,7F,F7,F9,F8
-1496624510.54858,07D,00,00,FE,10,00,3F,EF,FE
-1496624510.56153,078,00,28,00,10,00,00,00,00
-1496624510.5679,076,36,48,C0,80,00,00,00,00
-1496624510.56815,077,01,5F,08,82,7F,F7,F9,F7
-1496624510.5684,07D,00,00,FD,20,00,3F,EF,FE
-1496624510.58167,078,01,28,80,10,00,00,00,00
-1496624510.58816,076,36,49,C0,80,00,00,00,00
-1496624510.58828,077,01,60,08,81,7F,F7,FD,F6
-1496624510.5884,07D,00,00,FC,30,00,3F,EF,FE
-1496624510.60166,078,01,28,80,10,00,00,00,00
-1496624510.60892,076,36,49,C0,80,00,00,00,00
-1496624510.60893,077,01,60,08,81,7F,F7,F5,F9
-1496624510.60894,07D,00,00,FB,40,00,3F,EF,FE
-1496624510.62166,078,54,29,00,10,00,00,00,00
-1496624510.62891,076,36,4A,C0,80,00,00,00,00
-1496624510.62892,077,01,60,08,82,7F,F7,ED,F8
-1496624510.62893,07D,00,00,FA,50,00,3F,EF,FE
-1496624510.64142,078,01,28,80,10,00,00,00,00
-1496624510.64804,076,36,4C,C0,80,00,00,00,00
-1496624510.64816,077,01,61,08,82,7F,F7,E9,FA
-1496624510.64841,07D,00,00,F9,60,00,3F,EF,FE
-1496624510.66166,078,01,28,80,10,00,00,00,00
-1496624510.66904,076,36,4D,C0,80,00,00,00,00
-1496624510.66905,077,01,61,08,84,7F,F7,E9,F9
-1496624510.66906,07D,00,00,F8,70,00,3F,EF,FE
-1496624510.68155,078,00,28,00,10,00,00,00,00
-1496624510.68844,076,36,4D,C0,80,00,00,00,00
-1496624510.68845,077,01,62,08,84,7F,F7,F1,F8
-1496624510.68845,07D,00,00,F7,80,00,3F,EF,FE
-1496624510.7013,078,01,28,80,10,00,00,00,00
-1496624510.70806,076,36,4E,C0,80,00,00,00,00
-1496624510.70829,077,01,62,08,85,7F,F7,ED,FA
-1496624510.70855,07D,00,00,F6,90,00,3F,EF,FE
-1496624510.72167,078,55,29,80,10,00,00,00,00
-1496624510.72842,076,36,4F,C0,80,00,00,00,00
-1496624510.72843,077,01,62,08,86,7F,F7,E5,F7
-1496624510.72855,07D,00,00,F5,A0,00,3F,EF,FE
-1496624510.74155,078,00,28,00,10,00,00,00,00
-1496624510.74844,076,36,4F,C0,80,00,00,00,00
-1496624510.74844,077,01,62,08,84,7F,F7,E5,F9
-1496624510.74855,07D,00,00,F4,B0,00,3F,EF,FE
-1496624510.76144,078,01,28,80,10,00,00,00,00
-1496624510.76844,076,36,50,C0,80,00,00,00,00
-1496624510.76845,077,01,62,08,85,7F,F7,F1,F8
-1496624510.76846,07D,00,00,F3,C0,00,3F,EF,FE
-1496624510.78155,078,01,28,80,10,00,00,00,00
-1496624510.78856,076,36,50,C0,80,00,00,00,00
-1496624510.78881,077,01,63,08,83,7F,F7,F5,F8
-1496624510.78882,07D,00,00,F2,D0,00,3F,EF,FE
-1496624510.80144,078,00,28,00,10,00,00,00,00
-1496624510.80831,076,36,51,C0,80,00,00,00,00
-1496624510.80832,077,01,63,08,82,7F,F7,E9,F9
-1496624510.80856,07D,00,00,F1,E0,00,3F,EF,FE
-1496624510.82145,078,55,29,80,10,00,00,00,00
-1496624510.8287,076,36,53,C0,80,00,00,00,00
-1496624510.82871,077,01,63,08,81,7F,F7,E5,F9
-1496624510.82872,07D,00,00,F0,F0,00,3F,EF,FE
-1496624510.84157,078,01,28,80,10,00,00,00,00
-1496624510.84831,076,36,54,C0,80,00,00,00,00
-1496624510.84833,077,01,63,08,83,7F,F7,ED,FA
-1496624510.84844,07D,00,00,FF,00,00,3F,EF,FE
-1496624510.86156,078,00,28,00,10,00,00,00,00
-1496624510.86869,076,36,55,C0,80,00,00,00,00
-1496624510.86871,077,01,63,08,83,7F,F7,ED,FA
-1496624510.86871,07D,00,00,FE,10,00,3F,EF,FE
-1496624510.88133,078,01,28,80,10,00,00,00,00
-1496624510.88894,076,36,57,C0,80,00,00,00,00
-1496624510.88896,077,01,63,08,85,7F,F7,E9,F9
-1496624510.88896,07D,00,00,FD,20,00,3F,EF,FE
-1496624510.90157,078,01,28,80,10,00,00,00,00
-1496624510.90864,076,36,57,C0,80,00,00,00,00
-1496624510.90865,077,01,63,08,84,7F,F7,E9,FA
-1496624510.90866,07D,00,00,FC,30,00,3F,EF,FE
-1496624510.92107,078,54,29,00,10,00,00,00,00
-1496624510.92832,076,36,57,C0,80,00,00,00,00
-1496624510.92845,077,01,63,08,87,7F,F7,ED,F9
-1496624510.92846,07D,00,00,FB,40,00,3F,EF,FE
-1496624510.94145,078,01,28,80,10,00,00,00,00
-1496624510.9482,076,36,57,C0,80,00,00,00,00
-1496624510.94833,077,01,64,08,87,7F,F7,F9,FB
-1496624510.94834,07D,00,00,FA,50,00,3F,EF,FE
-1496624510.96159,078,01,28,80,10,00,00,00,00
-1496624510.96846,076,36,57,C0,80,00,00,00,00
-1496624510.96847,077,01,64,08,86,7F,F7,FD,FA
-1496624510.96848,07D,00,00,F9,60,00,3F,EF,FE
-1496624510.9817,078,00,28,00,10,00,00,00,00
-1496624510.98896,076,36,57,C0,80,00,00,00,00
-1496624510.98897,077,01,64,08,87,7F,F7,F5,FA
-1496624510.98898,07D,00,00,F8,70,00,3F,EF,FE
-1496624511.00145,078,01,28,80,10,00,00,00,00
-1496624511.00809,076,36,57,C0,80,00,00,00,00
-1496624511.00833,077,01,64,08,85,7F,F7,F5,F8
-1496624511.00846,07D,00,00,F7,80,00,3F,EF,FE
-1496624511.02196,078,55,29,80,10,00,00,00,00
-1496624511.02871,076,36,57,C0,80,00,00,00,00
-1496624511.02872,077,01,64,08,85,7F,F7,FD,F7
-1496624511.02884,07D,00,00,F6,90,00,3F,EF,FE
-1496624511.04159,078,00,28,00,10,00,00,00,00
-1496624511.04846,076,36,57,C0,80,00,00,00,00
-1496624511.04847,077,01,64,08,84,7F,F8,09,FA
-1496624511.04848,07D,00,00,F5,A0,00,3F,EF,FE
-1496624511.0616,078,01,28,80,10,00,00,00,00
-1496624511.06847,076,36,57,C0,80,00,00,00,00
-1496624511.06848,077,01,65,08,84,7F,F8,01,F9
-1496624511.06859,07D,00,00,F4,B0,00,3F,EF,FE
-1496624511.08159,078,01,28,80,10,00,00,00,00
-1496624511.08847,076,36,57,C0,80,00,00,00,00
-1496624511.08848,077,01,65,08,82,7F,F7,F9,FB
-1496624511.08859,07D,00,00,F3,C0,00,3F,EF,FE
-1496624511.10147,078,00,28,00,10,00,00,00,00
-1496624511.10836,076,36,57,C0,80,00,00,00,00
-1496624511.10837,077,01,65,08,84,7F,F7,FD,FA
-1496624511.10862,07D,00,00,F2,D0,00,3F,EF,FE
-1496624511.12136,078,55,29,80,10,00,00,00,00
-1496624511.1286,076,36,57,C0,80,00,00,00,00
-1496624511.12861,077,01,65,08,84,7F,F7,FD,FA
-1496624511.12862,07D,00,00,F1,E0,00,3F,EF,FE
-1496624511.1416,078,01,28,80,10,00,00,00,00
-1496624511.14823,076,36,57,C0,80,00,00,00,00
-1496624511.14835,077,01,65,08,81,7F,F7,FD,FA
-1496624511.14836,07D,00,00,F0,F0,00,3F,EF,FE
-1496624511.1616,078,00,28,00,10,00,00,00,00
-1496624511.16848,076,36,57,C0,80,00,00,00,00
-1496624511.16849,077,01,66,08,81,7F,F7,FD,FA
-1496624511.1685,07D,00,00,FF,00,00,3F,EF,FE
-1496624511.18123,078,01,28,80,10,00,00,00,00
-1496624511.18886,076,36,57,C0,80,00,00,00,00
-1496624511.18887,077,01,66,08,84,7F,F7,F1,F8
-1496624511.18888,07D,00,00,FE,10,00,3F,EF,FE
-1496624511.20161,078,01,28,80,10,00,00,00,00
-1496624511.20849,076,36,57,C0,80,00,00,00,00
-1496624511.2085,077,01,66,08,85,7F,F7,F9,FA
-1496624511.20861,07D,00,00,FD,20,00,3F,EF,FE
-1496624511.22173,078,54,29,00,10,00,00,00,00
-1496624511.2285,076,36,57,C0,80,00,00,00,00
-1496624511.22851,077,01,66,08,84,7F,F7,F9,FA
-1496624511.22852,07D,00,00,FC,30,00,3F,EF,FE
-1496624511.24161,078,01,28,80,10,00,00,00,00
-1496624511.24849,076,36,57,C0,80,00,00,00,00
-1496624511.2485,077,01,66,08,85,7F,F7,F5,FA
-1496624511.24851,07D,00,00,FB,40,00,3F,EF,FE
-1496624511.26149,078,01,28,80,10,00,00,00,00
-1496624511.26862,076,36,57,C0,80,00,00,00,00
-1496624511.26863,077,01,66,08,86,7F,F7,ED,FA
-1496624511.26864,07D,00,00,FA,50,00,3F,EF,FE
-1496624511.2815,078,00,28,00,10,00,00,00,00
-1496624511.28862,076,36,57,C0,80,00,00,00,00
-1496624511.28864,077,01,67,08,87,7F,F7,F9,FA
-1496624511.28864,07D,00,00,F9,60,00,3F,EF,FE
-1496624511.30124,078,01,28,80,10,00,00,00,00
-1496624511.30812,076,36,57,C0,80,00,00,00,00
-1496624511.30837,077,01,67,08,87,7F,F7,FD,FA
-1496624511.30862,07D,00,00,F8,70,00,3F,EF,FE
-1496624511.32162,078,55,29,80,10,00,00,00,00
-1496624511.3285,076,36,57,C0,80,00,00,00,00
-1496624511.32862,077,01,66,08,86,7F,F7,F9,FC
-1496624511.32864,07D,00,00,F7,80,00,3F,EF,FE
-1496624511.3415,078,00,28,00,10,00,00,00,00
-1496624511.34825,076,36,57,C0,80,00,00,00,00
-1496624511.34826,077,01,67,08,88,7F,F7,F1,FB
-1496624511.3485,07D,00,00,F6,90,00,3F,EF,FE
-1496624511.36163,078,01,28,80,10,00,00,00,00
-1496624511.36875,076,36,57,C0,80,00,00,00,00
-1496624511.36876,077,01,67,08,88,7F,F7,F1,FA
-1496624511.36877,07D,00,00,F5,A0,00,3F,EF,FE
-1496624511.3815,078,01,28,80,10,00,00,00,00
-1496624511.38876,076,36,57,C0,80,00,00,00,00
-1496624511.38877,077,01,67,08,86,7F,F7,F9,FA
-1496624511.38878,07D,00,00,F4,B0,00,3F,EF,FE
-1496624511.40151,078,02,28,00,10,00,00,00,00
-1496624511.40853,076,36,57,C0,80,00,00,00,00
-1496624511.40855,077,01,68,08,86,7F,F7,FD,FA
-1496624511.40857,07D,00,00,F3,C0,00,3F,EF,FE
-1496624511.42163,078,55,29,80,10,00,00,00,00
-1496624511.42876,076,36,57,C0,80,00,00,00,00
-1496624511.42877,077,01,67,08,86,7F,F7,F9,F9
-1496624511.42878,07D,00,00,F2,D0,00,3F,EF,FE
-1496624511.44076,078,01,28,80,10,00,00,00,00
-1496624511.44877,076,36,56,C0,80,00,00,00,00
-1496624511.44878,077,01,67,08,85,7F,F7,F1,FB
-1496624511.44901,07D,00,00,F1,E0,00,3F,EF,FE
-1496624511.46164,078,00,28,00,10,00,00,00,00
-1496624511.46839,076,36,56,C0,80,00,00,00,00
-1496624511.46852,077,01,67,08,85,7F,F7,F1,FC
-1496624511.46853,07D,00,00,F0,F0,00,3F,EF,FE
-1496624511.48127,078,01,28,80,10,00,00,00,00
-1496624511.48827,076,36,56,C0,80,00,00,00,00
-1496624511.48828,077,01,66,08,83,7F,F7,F1,FA
-1496624511.48839,07D,00,00,FF,00,00,3F,EF,FE
-1496624511.50153,078,01,28,80,10,00,00,00,00
-1496624511.5084,076,36,56,C0,80,00,00,00,00
-1496624511.50841,077,01,67,08,83,7F,F7,F9,FC
-1496624511.50842,07D,00,00,FE,10,00,3F,EF,FE
-1496624511.52077,078,54,29,00,10,00,00,00,00
-1496624511.52852,076,36,56,C0,80,00,00,00,00
-1496624511.52855,077,01,68,08,84,7F,F7,F9,FA
-1496624511.52865,07D,00,00,FD,20,00,3F,EF,FE
-1496624511.54165,078,01,28,80,10,00,00,00,00
-1496624511.5484,076,36,55,C0,80,00,00,00,00
-1496624511.54841,077,01,68,08,84,7F,F7,F1,FB
-1496624511.54853,07D,00,00,FC,30,00,3F,EF,FE
-1496624511.56153,078,01,28,80,10,00,00,00,00
-1496624511.56828,076,36,55,C0,80,00,00,00,00
-1496624511.5684,077,01,68,08,84,7F,F7,F9,FB
-1496624511.56841,07D,00,00,FB,40,00,3F,EF,FE
-1496624511.58153,078,00,28,00,10,00,00,00,00
-1496624511.58855,076,36,54,C0,80,00,00,00,00
-1496624511.58857,077,01,69,08,88,7F,F8,01,F9
-1496624511.58857,07D,00,00,FA,50,00,3F,EF,FE
-1496624511.60128,078,01,28,80,10,00,00,00,00
-1496624511.60804,076,36,54,C0,80,00,00,00,00
-1496624511.60828,077,01,69,08,87,7F,F7,FD,FA
-1496624511.60856,07D,00,00,F9,60,00,3F,EF,FE
-1496624511.62078,078,55,29,80,10,00,00,00,00
-1496624511.62818,076,36,52,C0,80,00,00,00,00
-1496624511.62819,077,01,6A,08,89,7F,F8,01,FA
-1496624511.62841,07D,00,00,F8,70,00,3F,EF,FE
-1496624511.64166,078,00,28,00,10,00,00,00,00
-1496624511.64843,076,36,51,C0,80,00,00,00,00
-1496624511.64844,077,01,6A,08,89,7F,F7,E9,FA
-1496624511.64845,07D,00,00,F7,80,00,3F,EF,FE
-1496624511.66166,078,01,28,80,10,00,00,00,00
-1496624511.66867,076,36,50,C0,80,00,00,00,00
-1496624511.66868,077,01,6A,08,8A,7F,F7,F9,FC
-1496624511.66869,07D,00,00,F6,90,00,3F,EF,FE
-1496624511.68168,078,01,28,80,10,00,00,00,00
-1496624511.68855,076,36,4E,C0,80,00,00,00,00
-1496624511.68867,077,01,6A,08,88,7F,F7,FD,FA
-1496624511.68868,07D,00,00,F5,A0,00,3F,EF,FE
-1496624511.70167,078,00,28,00,10,00,00,00,00
-1496624511.70831,076,36,4D,C0,80,00,00,00,00
-1496624511.70842,077,01,6B,08,88,7F,F7,F9,FA
-1496624511.70855,07D,00,00,F4,B0,00,3F,EF,FE
-1496624511.7213,078,55,29,80,10,00,00,00,00
-1496624511.72857,076,36,4C,C0,80,00,00,00,00
-1496624511.72858,077,01,6B,08,87,7F,F7,F5,F9
-1496624511.72858,07D,00,00,F3,C0,00,3F,EF,FE
-1496624511.74155,078,01,28,80,10,00,00,00,00
-1496624511.74834,076,36,49,C0,80,00,00,00,00
-1496624511.74843,077,01,6B,08,86,7F,F7,ED,F8
-1496624511.74868,07D,00,00,F2,D0,00,3F,EF,FE
-1496624511.76155,078,00,28,00,10,00,00,00,00
-1496624511.76845,076,36,48,C0,80,00,00,00,00
-1496624511.76846,077,01,6C,08,85,7F,F7,F9,FA
-1496624511.76846,07D,00,00,F1,E0,00,3F,EF,FE
-1496624511.7813,078,01,28,80,10,00,00,00,00
-1496624511.78832,076,36,46,C0,80,00,00,00,00
-1496624511.78833,077,01,6C,08,84,7F,F7,FD,FA
-1496624511.78834,07D,00,00,F0,F0,00,3F,EF,FE
-1496624511.8008,078,01,28,80,10,00,00,00,00
-1496624511.80806,076,36,44,C0,80,00,00,00,00
-1496624511.80831,077,01,6D,08,85,7F,F7,F5,FA
-1496624511.80856,07D,00,00,FF,00,00,3F,EF,FE
-1496624511.82068,078,54,29,00,10,00,00,00,00
-1496624511.82833,076,36,43,C0,80,00,00,00,00
-1496624511.82834,077,01,6C,08,86,7F,F7,F1,FA
-1496624511.82835,07D,00,00,FE,10,00,3F,EF,FE
-1496624511.84144,078,01,28,80,10,00,00,00,00
-1496624511.84831,076,36,43,C0,80,00,00,00,00
-1496624511.84833,077,01,6C,08,89,7F,F7,FD,FB
-1496624511.84844,07D,00,00,FD,20,00,3F,EF,FE
-1496624511.86156,078,01,28,80,10,00,00,00,00
-1496624511.86857,076,36,42,C0,80,00,00,00,00
-1496624511.86858,077,01,6C,08,8B,7F,F7,FD,FA
-1496624511.86859,07D,00,00,FC,30,00,3F,EF,FE
-1496624511.8817,078,00,28,00,10,00,00,00,00
-1496624511.8887,076,36,42,C0,80,00,00,00,00
-1496624511.88871,077,01,6E,08,8B,7F,F7,FD,FB
