Time,ID,B0,B1,B2,B3,B4,B5,B6,B7
-1496624517.91833,085,8E,4B,80,00,24,90,7C,7D
-1496624517.91859,091,FF,FE,7D,A5,0D,D0,30,00
-1496624517.91883,092,6F,E2,6F,99,0F,A0,E1,D0
-1496624517.91908,217,00,71,00,8D,00,58,00,7D
-1496624517.91933,25C,01,F8,06,4D,24,18,82,5C
-1496624517.91958,3CC,00,00,00,00,00,00,00,00
-1496624517.91983,40A,C1,00,33,46,41,36,50,30
-1496624517.92008,078,55,29,80,10,00,00,00,00
-1496624517.92033,422,00,00,00,8E,3C,12,FF,00
-1496624517.9207,3A8,E0,00,B8,D0,00,00,00,00
-1496624517.92083,423,AB,A0,00,00,00,00,00,00
-1496624517.92108,42C,88,00,00,00,54,A0,00,00
-1496624517.92121,430,37,01,58,34,C8,79,77,00
-1496624517.92758,165,20,C3,4B,00,10,00,00,00
-1496624517.92771,167,72,80,0B,09,FF,E0,00,00
-1496624517.92808,200,02,95,80,00,80,59,0F,17
-1496624517.92833,076,50,53,C0,80,00,00,00,00
-1496624517.92859,077,00,88,07,93,7F,F8,36,04
-1496624517.92871,07D,00,10,ED,20,23,3F,EF,FE
-1496624517.92896,082,78,08,94,34,A9,80,40,00
-1496624517.92921,085,8E,4B,80,00,23,A0,7C,7D
-1496624517.92958,091,FF,FE,7D,A9,08,D1,30,00
-1496624517.92971,092,6F,ED,6F,9B,0F,A0,D3,D1
-1496624517.92996,202,0C,57,7A,72,60,EE,00,96
-1496624517.93021,204,FC,00,7D,02,43,ED,12,2B
-1496624517.93046,213,FF,FF,08,04,00,01,F5,40
-1496624517.93071,214,80,00,00,00,00,00,7D,20
-1496624517.93096,216,3B,AE,F9,85,82,00,05,47
-1496624517.93108,217,00,71,00,8D,00,58,00,7D
-1496624517.93133,230,00,02,00,00,00,00,00,00
-1496624517.93158,25C,01,FD,06,52,24,18,82,5C
-1496624517.93183,3CA,FF,80,08,00,00,00,00,00
-1496624517.93208,415,00,93,DC,62,0F,FF,0F,FF
-1496624517.93233,4B0,AF,00,00,00,20,00,88,EC
-1496624517.93621,186,13,BB,01,F4,00,ED,04,00
-1496624517.93622,187,DE,14,08,00,00,50,00,00
-1496624517.93758,202,0C,6A,02,72,60,EE,00,92
-1496624517.9376,047,20,00,00,00,00,00,00,00
-1496624517.93771,167,72,80,0C,09,FF,E0,00,00
-1496624517.93808,204,C0,00,7D,02,43,FC,12,10
-1496624517.93833,217,00,71,00,8D,00,58,00,77
-1496624517.93846,085,8E,4B,80,00,22,B0,7C,7D
-1496624517.93871,091,FF,FE,7D,AB,05,D2,30,00
-1496624517.93896,092,6F,E8,6F,97,0F,A0,DB,D2
-1496624517.93921,25C,01,F8,06,4D,24,18,82,5C
-1496624517.94071,078,00,28,00,10,00,00,00,00
-1496624517.94072,3A8,E0,00,B8,CF,00,00,00,00
-1496624517.94833,165,20,C3,4B,00,10,00,00,00
-1496624517.94859,167,72,80,0D,09,FF,E0,00,00
-1496624517.9486,200,02,95,80,00,80,57,01,27
-1496624517.94871,076,50,53,C0,80,00,00,00,00
-1496624517.94872,077,00,86,07,96,7F,F8,36,02
-1496624517.94883,07D,00,0D,EF,30,1F,BF,EF,FE
-1496624517.94909,082,78,08,94,30,A9,80,40,00
-1496624517.94933,085,8E,4B,80,00,21,C0,7C,7D
-1496624517.94958,091,FF,FE,7D,AE,01,D3,30,00
-1496624517.94996,092,6F,E8,6F,96,0F,A0,DB,D3
-1496624517.95009,202,0C,69,0A,72,62,EE,00,92
-1496624517.95033,204,C4,00,7D,02,41,FB,12,15
-1496624517.95058,213,FF,FF,08,04,00,01,F5,40
-1496624517.95083,214,80,00,00,00,00,00,7C,30
-1496624517.95096,216,3B,AE,FA,85,82,00,06,39
-1496624517.95133,217,00,6E,00,8D,00,58,00,76
-1496624517.95146,230,00,02,00,00,00,00,00,00
-1496624517.95171,25C,01,F2,06,52,24,18,82,5C
-1496624517.95196,3CC,00,00,00,00,00,00,00,00
-1496624517.95221,415,00,93,E0,61,0F,FF,0F,FF
-1496624517.95246,4B0,AF,00,00,00,30,00,70,EE
-1496624517.95658,242,00,EB,20,0B,E7,00,00,01
-1496624517.9566,3B3,40,48,00,12,10,05,00,02
-1496624517.9566,186,13,BB,01,F4,00,ED,04,00
-1496624517.95661,187,DE,14,08,00,00,50,00,00
-1496624517.95683,202,0C,68,12,72,62,EE,00,92
-1496624517.95709,204,C8,00,7D,02,41,FA,12,15
-1496624517.95733,047,20,00,00,00,00,00,00,00
-1496624517.95871,167,72,80,0E,09,FF,E0,00,00
-1496624517.95873,217,00,6C,00,89,00,58,00,76
-1496624517.95884,085,8E,4B,80,00,20,D0,7C,7D
-1496624517.95885,091,FF,FE,7D,AF,FF,D4,30,00
-1496624517.95897,092,6F,EF,6F,96,0F,A0,D3,D4
-1496624517.95921,25C,01,F6,06,4E,24,18,82,5C
-1496624517.96059,078,01,28,80,10,00,00,00,00
-1496624517.9606,3A8,E0,00,B8,CD,00,00,00,00
-1496624517.96196,3CA,FF,80,08,00,00,00,00,00
-1496624517.96584,083,00,20,00,00,00,00,00,00
-1496624517.96585,42C,88,00,00,00,54,A0,00,00
-1496624517.96596,2A1,FF,FF,FF,FF,00,00,00,00
-1496624517.96734,165,20,C3,4B,00,10,00,00,00
-1496624517.96758,167,72,80,10,09,FF,E0,00,00
-1496624517.96896,200,02,95,80,00,80,57,03,25
-1496624517.96909,076,50,53,C0,80,00,00,00,00
-1496624517.9691,077,00,84,07,97,7F,F8,32,01
-1496624517.96921,07D,00,0B,F0,40,1B,BF,EF,FE
-1496624517.96923,082,79,08,94,30,A9,80,40,00
-1496624517.96946,085,8E,4B,80,00,1F,E0,7C,7D
-1496624517.96971,091,FF,FE,7D,B4,F9,D5,30,00
-1496624517.96996,092,6F,E0,6F,8C,0F,A0,EB,D5
-1496624517.97021,202,0C,67,1A,72,62,EE,00,92
-1496624517.97034,204,CC,00,7D,02,41,F9,12,15
-1496624517.97059,213,FF,FF,08,04,00,01,F5,40
-1496624517.97084,214,80,00,00,00,00,00,7B,40
-1496624517.97109,216,3C,AF,FA,85,82,00,07,38
-1496624517.97134,217,00,6C,00,89,00,58,00,76
-1496624517.97171,230,00,02,00,00,00,00,00,00
-1496624517.97184,25C,01,F8,06,52,24,18,82,5C
-1496624517.97209,3A7,00,40,0A,0C,5F,00,00,00
-1496624517.97234,415,00,8F,E4,64,0F,FF,0F,FF
-1496624517.97259,4B0,AF,00,00,00,40,00,68,EE
-1496624517.97646,186,13,B8,01,F4,00,ED,04,00
-1496624517.97659,187,DE,14,08,00,00,50,00,00
-1496624517.9766,455,00,00,00,00,00,00,00,00
-1496624517.97684,202,0C,6A,22,72,64,EE,00,8E
-1496624517.97709,204,D0,00,7D,02,42,F8,12,05
-1496624517.97734,047,20,00,00,00,00,00,00,00
-1496624517.97871,167,72,80,13,09,FF,E0,00,00
-1496624517.97896,217,00,6C,00,89,00,56,00,76
-1496624517.97898,085,8E,4A,80,00,1F,F0,7C,7D
-1496624517.97899,25C,01,FD,06,4D,24,18,82,5C
-1496624517.97899,3CC,00,00,00,00,00,00,00,00
-1496624517.97921,091,FF,FE,7D,AA,02,D6,30,00
-1496624517.97946,092,6F,F2,6F,86,0F,A0,DE,D6
-1496624517.98096,078,01,28,80,10,00,00,00,00
-1496624517.98098,3A8,E0,00,B8,CB,00,00,00,00
-1496624517.98484,3A6,00,40,0A,0C,5F,00,00,00
-1496624517.98496,3C3,40,0F,00,00,00,00,40,00
-1496624517.98759,165,20,C3,4B,00,10,00,00,00
-1496624517.98772,167,72,80,16,09,FF,E0,00,00
-1496624517.98796,200,02,95,80,00,80,57,05,23
-1496624517.98821,076,50,53,C0,80,00,00,00,00
-1496624517.98847,077,00,81,07,99,7F,F8,26,01
-1496624517.98871,07D,00,0A,F0,50,19,3F,EF,FE
-1496624517.98897,082,7A,08,94,2C,A9,80,40,00
-1496624517.98922,085,8E,4A,80,00,2E,00,7C,7D
-1496624517.98946,091,FF,FE,7D,B2,F9,D7,30,00
-1496624517.98971,092,6F,EC,6F,88,0F,A0,E1,D7
-1496624517.98996,202,0C,69,2A,72,64,EE,00,8E
-1496624517.99021,204,D4,00,7D,02,42,F7,12,05
-1496624517.99034,213,FF,FF,08,04,00,01,F5,40
-1496624517.99071,214,80,00,00,00,00,00,7A,50
-1496624517.99084,216,3C,AF,FA,86,82,00,08,2D
-1496624517.99109,217,00,6C,00,89,00,52,00,76
-1496624517.99134,230,00,02,00,00,00,00,00,00
-1496624517.99159,25C,01,FB,06,52,24,18,82,5C
-1496624517.99184,3CA,FF,80,08,00,00,00,00,00
-1496624517.99221,415,00,8D,E8,65,0F,FF,0F,FF
-1496624517.99234,416,95,00,F8,00,01,00,00,00
-1496624517.99259,4B0,AF,00,00,00,50,00,58,EF
-1496624517.99659,242,00,EB,20,0B,E7,00,00,01
-1496624517.9966,186,13,B8,01,F4,00,ED,04,00
-1496624517.99661,187,DE,14,08,00,00,50,00,00
-1496624517.99822,202,0C,6A,32,72,64,EE,00,8C
-1496624517.99823,047,20,00,00,00,00,00,00,00
-1496624517.99824,167,72,80,17,09,FF,E0,00,00
-1496624517.99825,204,D8,00,7D,02,42,F6,12,25
-1496624517.99825,085,8E,4A,80,00,2C,10,7C,7E
-1496624517.9986,217,00,6C,00,89,00,52,00,75
-1496624517.99884,04A,02,00,00,18,00,00,00,00
-1496624517.99909,04B,00,00,18,D8,C0,18,C0,00
-1496624517.99934,04C,20,6B,BF,00,00,00,00,00
-1496624517.99959,091,FF,FE,7D,AD,FD,D8,30,00
-1496624517.99972,092,6F,E9,6F,84,0F,A0,E7,D8
-1496624517.99996,078,00,28,00,10,00,00,00,00
-1496624518.00022,25C,01,FB,06,4D,24,18,82,5C
-1496624518.00046,3A8,E0,00,B8,CA,00,00,00,00
-1496624518.00809,165,20,C3,4B,00,10,00,00,00
-1496624518.00822,167,72,80,18,09,FF,E0,00,00
-1496624518.00823,076,50,51,C0,80,00,00,00,00
-1496624518.00847,077,00,80,07,99,7F,F8,35,FD
-1496624518.00872,07D,00,08,F1,60,16,3F,EF,FE
-1496624518.00897,082,7A,08,94,2C,A9,80,40,00
-1496624518.00922,085,8E,49,80,00,2D,20,7C,7D
-1496624518.00947,091,FF,FE,7D,B5,F4,D9,30,00
-1496624518.00972,092,6F,F4,6F,87,0F,A0,D8,D9
-1496624518.00996,178,02,20,02,01,4E,61,CE,4D
-1496624518.01009,213,FF,FF,08,04,00,01,F5,40
-1496624518.01034,214,80,00,00,00,00,00,79,60
-1496624518.01059,216,3C,AF,FB,86,82,00,09,31
-1496624518.01084,200,02,95,80,00,80,57,07,21
-1496624518.01109,217,00,6C,00,87,00,52,00,72
-1496624518.01147,202,0C,69,3A,72,66,EE,00,8C
-1496624518.01159,204,DC,00,7D,02,43,F5,12,10
-1496624518.01184,3CC,00,00,00,00,00,00,00,00
-1496624518.01209,415,00,8D,EC,64,0F,FF,0F,FF
-1496624518.01234,4B0,AF,00,00,00,60,00,50,EF
-1496624518.01372,230,00,02,00,00,00,00,00,00
-1496624518.01384,25C,02,00,06,52,24,18,82,5C
-1496624518.01547,42C,88,00,00,00,54,A0,00,00
-1496624518.01572,186,13,B8,01,F4,00,ED,04,00
-1496624518.01597,187,DE,14,08,00,00,50,00,00
-1496624518.01622,18A,00,20,18,00,14,00,00,00
-1496624518.01759,202,0C,68,42,72,66,EE,00,8C
-1496624518.01772,204,E0,00,7D,02,43,F4,12,10
-1496624518.01773,047,20,00,00,00,00,00,00,00
-1496624518.01784,167,72,80,19,09,FF,E0,00,00
-1496624518.01922,25C,01,F9,06,4D,24,18,82,5C
-1496624518.01934,085,8E,49,80,00,2B,30,7C,7E
-1496624518.01936,217,00,69,00,85,00,52,00,72
-1496624518.01947,091,FF,FE,7D,B2,F6,DA,30,00
-1496624518.01948,092,6F,EF,6F,84,0F,A0,DF,DA
-1496624518.02084,078,55,29,80,10,00,00,00,00
-1496624518.02086,3A8,E0,00,B8,C9,00,00,00,00
-1496624518.02097,422,00,00,00,8E,3C,12,FF,00
-1496624518.02099,423,AB,A0,00,00,00,00,00,00
-1496624518.0211,430,37,01,58,34,C8,79,77,00
-1496624518.02111,3CA,FF,80,08,00,00,00,00,00
-1496624518.02747,165,20,C3,4B,00,10,00,00,00
-1496624518.0276,167,72,80,1A,09,FF,E0,00,00
-1496624518.02897,076,50,51,C0,80,00,00,00,00
-1496624518.0291,077,00,7E,07,9A,7F,F8,3D,FD
-1496624518.02934,07D,00,08,F0,70,14,3F,EF,FE
-1496624518.02936,082,7A,08,94,28,A9,80,40,00
-1496624518.02937,085,8E,48,80,00,2C,40,7C,7D
-1496624518.02938,091,FF,FE,7D,AF,F8,DB,30,00
-1496624518.02972,092,6F,EA,6F,82,0F,A0,E5,DB
-1496624518.02997,200,02,95,80,00,80,59,09,1D
-1496624518.0301,202,0C,67,4A,72,60,EE,00,8C
-1496624518.03034,204,E4,00,7D,02,42,F3,12,20
-1496624518.03059,213,FF,FF,08,04,00,01,F5,40
-1496624518.03084,214,80,00,00,00,00,00,78,70
-1496624518.03109,216,3D,B1,FB,86,82,00,0A,34
-1496624518.03134,217,00,68,00,85,00,52,00,72
-1496624518.03159,230,00,02,00,00,00,00,00,00
-1496624518.03184,25C,01,F3,06,51,24,18,82,5C
-1496624518.03209,415,00,8B,F0,65,0F,FF,0F,FF
-1496624518.03234,4B0,AF,00,00,00,70,00,40,F0
-1496624518.03622,242,00,EB,20,0B,E7,00,00,01
-1496624518.03647,186,13,B8,01,F4,00,ED,04,00
-1496624518.03648,187,DD,14,08,00,00,60,00,00
-1496624518.03785,202,0C,68,52,72,60,EE,00,8A
-1496624518.03786,047,20,00,00,00,00,00,00,00
-1496624518.03797,167,72,80,1B,09,FF,E0,00,00
-1496624518.0381,204,E8,00,7D,02,42,F2,12,0A
-1496624518.03834,085,8E,48,80,00,2B,50,7C,7D
-1496624518.03847,217,00,68,00,85,00,52,00,72
-1496624518.03872,25C,01,F7,06,4D,24,18,82,5C
-1496624518.03897,091,FF,FE,7D,AD,F9,DC,30,00
-1496624518.03922,092,6F,E7,6F,86,0F,A0,E3,DC
-1496624518.03947,3CC,00,00,00,00,00,00,00,00
-1496624518.04097,078,01,28,80,10,00,00,00,00
-1496624518.04098,3A8,E0,00,B8,C9,00,00,00,00
-1496624518.04735,165,20,C3,4B,00,10,00,00,00
-1496624518.0476,167,72,80,1D,09,FF,E0,00,00
-1496624518.04897,200,02,95,80,00,80,59,0B,1B
-1496624518.04899,076,50,50,C0,80,00,00,00,00
-1496624518.04935,077,00,7C,07,98,7F,F8,35,FD
-1496624518.04936,07D,00,08,EF,80,13,3F,EF,FE
-1496624518.04937,082,7A,08,94,20,A9,80,40,00
-1496624518.04938,085,8E,47,80,00,2B,60,7C,7D
-1496624518.04947,091,FF,FE,7D,A8,FD,DD,30,00
-1496624518.04972,092,6F,E3,6F,7D,0F,A0,EF,DD
-1496624518.04997,202,0C,67,5A,72,60,EE,00,8A
-1496624518.0501,204,EC,00,7D,02,42,F1,12,0A
-1496624518.05035,213,FF,FF,08,04,00,01,F6,40
-1496624518.0506,214,80,00,00,00,00,00,77,80
-1496624518.05085,216,3D,B1,FB,86,82,00,0B,43
-1496624518.0511,217,00,68,00,85,00,52,00,72
-1496624518.05135,230,00,02,00,00,00,00,00,00
-1496624518.0516,25C,01,F4,06,52,24,18,82,5C
-1496624518.05185,3CA,FF,80,08,00,00,00,00,00
-1496624518.0521,415,00,89,F4,66,0F,FF,0F,FF
-1496624518.05235,4B0,AF,00,00,00,80,00,40,EF
-1496624518.05622,186,13,B8,01,F4,00,ED,04,00
-1496624518.05635,187,DD,14,08,00,00,60,00,00
-1496624518.05772,202,0C,68,62,72,62,EE,00,88
-1496624518.05774,047,20,00,00,00,00,00,00,00
-1496624518.05785,167,72,80,1F,09,FF,E0,00,00
-1496624518.05797,204,F0,00,7D,02,40,F0,12,0A
-1496624518.05835,217,00,68,00,85,00,52,00,72
-1496624518.05847,085,8E,47,80,00,2A,70,7C,7D
-1496624518.05872,25C,01,F1,06,4D,24,18,82,5C
-1496624518.05897,091,FF,FE,7D,AA,FA,DE,30,00
-1496624518.05922,092,6F,E9,6F,85,0F,A0,E0,DE
-1496624518.0606,078,00,28,00,10,00,00,00,00
-1496624518.06072,3A8,E0,00,B8,C8,00,00,00,00
-1496624518.06597,42C,88,00,00,00,54,A0,00,00
-1496624518.06599,083,00,20,00,00,00,00,00,00
-1496624518.066,2A1,FF,FF,FF,FF,00,00,00,00
-1496624518.06735,165,20,C3,4B,00,10,00,00,00
-1496624518.0676,167,72,80,21,09,FF,E0,00,00
-1496624518.06923,200,02,95,80,00,80,57,0D,1B
-1496624518.06924,076,50,50,C0,80,00,00,00,00
-1496624518.06925,077,00,7C,07,96,7F,F8,29,FD
-1496624518.06926,07D,00,08,EE,90,11,BF,EF,FE
-1496624518.06927,082,7A,08,94,28,A9,80,40,00
-1496624518.06927,085,8E,46,80,00,2A,80,7C,7D
-1496624518.06947,091,FF,FE,7D,AB,F8,DF,30,00
-1496624518.06972,092,6F,DA,6F,80,0F,A0,F3,DF
-1496624518.06997,202,0C,67,6A,72,62,EE,00,88
-1496624518.0701,204,F4,00,7D,02,40,EF,12,1A
-1496624518.07035,213,FF,FF,08,04,00,01,F6,40
-1496624518.0706,214,80,00,00,00,00,00,76,90
-1496624518.07085,216,3F,B1,FD,86,82,00,0C,36
-1496624518.0711,217,00,68,00,83,00,52,00,70
-1496624518.07135,230,00,02,00,00,00,00,00,00
-1496624518.0716,25C,01,F4,06,52,24,18,82,5C
-1496624518.07185,3CC,00,00,00,00,00,00,00,00
-1496624518.0721,415,00,89,F8,65,0F,FF,0F,FF
-1496624518.07235,4B0,AF,00,00,00,90,00,40,EE
-1496624518.07623,242,00,EB,20,0B,E7,00,00,01
-1496624518.07647,186,13,B3,01,F4,00,ED,04,00
-1496624518.07649,187,DD,14,08,00,00,60,00,00
-1496624518.0765,455,00,00,00,00,00,00,00,00
-1496624518.07785,202,0C,66,72,72,64,EE,00,88
-1496624518.0781,047,20,00,00,00,00,00,00,00
-1496624518.07811,167,72,80,24,09,FF,E0,00,00
-1496624518.07812,204,F8,00,7D,02,41,EE,12,1A
-1496624518.07823,217,00,68,00,83,00,00,00,70
-1496624518.07847,085,8E,46,80,00,29,90,7C,7D
-1496624518.07885,25C,01,FA,06,4D,24,18,82,5C
-1496624518.07898,091,FF,FE,7D,A2,00,E0,30,00
-1496624518.07923,092,6F,E2,6F,7E,0F,A0,EC,E0
-1496624518.0806,078,01,28,80,10,00,00,00,00
-1496624518.08061,3A8,E0,00,B8,C7,00,00,00,00
-1496624518.08198,3CA,FF,80,08,00,00,00,00,00
-1496624518.08861,165,20,C3,4B,00,10,00,00,00
-1496624518.08862,167,72,80,27,09,FF,E0,00,00
-1496624518.08863,076,50,4E,C0,80,00,00,00,00
-1496624518.08864,077,00,7B,07,97,7F,F8,21,FD
-1496624518.08873,07D,00,0B,EA,A0,10,BF,EF,FE
-1496624518.08898,082,7A,08,94,20,A9,80,40,00
-1496624518.08923,085,8E,46,80,00,27,A0,7C,7E
-1496624518.08948,091,FF,FE,7D,A7,FA,E1,30,00
-1496624518.0896,092,6F,E7,6F,7F,0F,A0,E5,E1
-1496624518.08985,200,02,95,80,00,80,57,0F,19
-1496624518.0901,202,0C,65,7A,72,64,EE,00,88
-1496624518.09035,204,FC,00,7D,02,41,ED,12,0A
-1496624518.0906,213,FF,FF,08,04,00,01,F6,40
-1496624518.09085,214,80,00,00,00,00,00,75,A0
-1496624518.0911,216,3F,B1,FD,88,82,00,0D,30
-1496624518.09135,217,00,67,00,83,00,00,00,70
-1496624518.0916,230,00,02,00,00,00,00,00,00
-1496624518.09185,25C,01,FC,06,52,24,18,82,5C
-1496624518.0921,415,00,88,FC,65,0F,FF,0F,FF
-1496624518.09223,416,96,00,F7,00,01,00,00,00
-1496624518.09248,4B0,AF,00,00,00,A0,00,50,EB
-1496624518.09635,186,13,B3,01,F4,00,ED,04,00
-1496624518.09637,187,DD,14,08,00,00,60,00,00
-1496624518.09773,202,0C,75,02,72,64,EE,00,87
-1496624518.09786,204,C0,00,7D,02,41,FC,12,0A
-1496624518.09787,047,20,00,00,00,00,00,00,00
-1496624518.09788,167,72,80,27,09,FF,E0,00,00
-1496624518.09923,25C,01,F5,06,4D,24,18,82,5C
-1496624518.09935,085,8E,45,80,00,28,B0,7C,7D
-1496624518.09936,217,00,66,00,83,00,00,00,70
-1496624518.0996,04A,02,00,00,18,00,00,00,00
-1496624518.09961,04B,00,00,18,D8,C0,18,C0,00
-1496624518.09962,04C,20,6B,BF,00,00,00,00,00
-1496624518.09972,091,FF,FE,7D,A4,FC,E2,30,00
-1496624518.09997,092,6F,DA,6F,81,0F,A0,EF,E2
-1496624518.10022,078,01,28,80,10,00,00,00,00
-1496624518.10047,3A8,E0,00,B8,C2,00,00,00,00
-1496624518.10072,3CC,00,00,00,00,00,00,00,00
-1496624518.10835,165,20,C3,4B,00,10,00,00,00
-1496624518.10848,167,72,80,27,09,FF,E0,00,00
-1496624518.10849,076,50,4D,C0,80,00,00,00,00
-1496624518.10864,077,00,79,07,95,7F,F8,31,FB
-1496624518.10873,07D,00,0E,E6,B0,0F,BF,EF,FE
-1496624518.10898,082,7B,08,94,20,A9,80,40,00
-1496624518.10923,085,8E,45,80,00,27,C0,7C,7D
-1496624518.10948,091,FF,FE,7D,A3,FC,E3,30,00
-1496624518.10961,092,6F,E8,6F,77,0F,A0,EA,E3
-1496624518.10998,178,02,20,01,FF,4E,61,CE,4D
-1496624518.1101,213,FF,FF,08,04,00,01,F7,40
-1496624518.11035,214,80,00,00,00,00,00,74,B0
-1496624518.1106,200,02,95,80,00,80,59,01,25
-1496624518.11085,202,0C,74,0A,72,66,EE,00,87
-1496624518.1111,216,3F,B2,FD,88,82,00,0E,32
-1496624518.11135,204,C4,00,7D,02,41,FB,12,0A
-1496624518.1116,217,00,66,00,83,00,00,00,70
-1496624518.11185,3CA,FF,80,08,00,00,00,00,00
-1496624518.1121,415,00,87,C0,75,0F,FF,0F,FF
-1496624518.11223,4B0,AF,00,00,00,B0,00,68,E7
-1496624518.1136,230,00,02,00,00,00,00,00,00
-1496624518.11373,25C,01,F5,06,51,24,18,82,5C
-1496624518.11648,186,13,B3,01,F4,00,ED,04,00
-1496624518.11649,187,DD,14,08,00,00,60,00,00
-1496624518.1165,18A,00,20,18,00,14,00,00,00
-1496624518.11651,242,00,EB,20,0B,E7,00,00,01
-1496624518.11652,40A,C1,01,53,55,31,45,52,31
-1496624518.11685,42C,88,00,00,00,54,A0,00,00
-1496624518.11723,047,20,00,00,00,00,00,00,00
-1496624518.11873,167,72,80,26,09,FF,E0,00,00
-1496624518.11875,202,0C,74,12,72,66,EE,00,86
-1496624518.11876,204,C8,00,7D,02,41,FA,12,0A
-1496624518.11876,085,8E,44,80,00,27,D0,7C,7D
-1496624518.11886,217,00,66,00,83,00,00,00,70
-1496624518.11887,25C,01,F9,06,4C,24,18,82,5C
-1496624518.11911,091,FF,FE,7D,A5,F9,E4,30,00
-1496624518.11935,092,6F,DC,6F,78,0F,A0,F4,E4
-1496624518.12073,078,54,29,00,10,00,00,00,00
-1496624518.12074,422,00,00,00,8E,3C,12,FF,00
-1496624518.12098,3A8,E0,00,B8,C1,00,00,00,00
-1496624518.12099,423,AB,A0,00,00,00,00,00,00
-1496624518.121,430,37,01,58,34,C8,79,77,00
-1496624518.12748,165,20,C3,4B,00,10,00,00,00
-1496624518.12761,167,72,80,27,09,FF,E0,00,00
-1496624518.12923,076,50,4C,C0,80,00,00,00,00
-1496624518.12924,077,00,79,07,94,7F,F8,31,FC
-1496624518.12925,07D,00,11,E2,C0,0E,BF,EF,FE
-1496624518.12926,082,7B,08,94,1C,A9,80,40,00
-1496624518.12927,085,8E,44,80,00,26,E0,7C,7D
-1496624518.12936,091,FF,FE,7D,A5,F8,E5,30,00
-1496624518.12973,092,6F,DE,6F,7A,0F,A0,EF,E5
-1496624518.12986,200,02,95,80,00,80,59,03,23
-1496624518.13011,202,0C,73,1A,72,60,EE,00,86
-1496624518.13036,204,CC,00,7D,02,42,F9,12,25
-1496624518.13061,213,FF,FF,08,04,00,01,F7,40
-1496624518.13086,214,80,00,00,00,00,00,73,C0
-1496624518.13111,216,40,B2,FE,88,82,00,0F,2D
-1496624518.13136,217,00,66,00,83,00,00,00,71
-1496624518.13161,230,00,02,00,00,00,00,00,00
-1496624518.13186,25C,01,F8,06,51,24,18,82,5C
-1496624518.13211,3CC,00,00,00,00,00,00,00,00
-1496624518.13223,415,00,87,C4,74,0F,FF,0F,FF
-1496624518.13261,4B0,AF,00,00,00,C0,00,80,E3
-1496624518.13648,186,13,B3,01,F4,00,ED,04,00
-1496624518.1365,187,DC,14,08,00,00,70,00,00
-1496624518.13686,202,0C,72,22,72,60,EE,00,86
-1496624518.13711,204,D0,00,7D,02,42,F8,12,25
-1496624518.13736,047,20,00,00,00,00,00,00,00
-1496624518.13898,167,72,80,28,09,FF,E0,00,00
-1496624518.139,217,00,66,00,83,00,00,00,71
-1496624518.13901,085,8E,44,80,00,25,F0,7C,7D
-1496624518.13901,25C,01,FD,06,4C,24,18,82,5C
-1496624518.13902,091,FF,FE,7D,A4,F8,E6,30,00
-1496624518.13923,092,6F,E7,6F,74,0F,A0,EB,E6
-1496624518.14073,078,01,28,80,10,00,00,00,00
-1496624518.14075,3A8,E0,00,B8,C0,00,00,00,00
-1496624518.14098,3CA,FF,80,08,00,00,00,00,00
-1496624518.14736,165,20,C3,4B,00,10,00,00,00
-1496624518.14749,167,72,80,29,09,FF,E0,00,00
-1496624518.14886,076,50,4C,C0,80,00,00,00,00
-1496624518.14911,077,00,79,07,95,7F,F8,25,FA
-1496624518.14912,07D,00,16,DC,D0,0D,BF,EF,FE
-1496624518.14913,082,7C,08,94,18,A9,80,40,00
-1496624518.14914,085,8E,43,80,00,35,00,7C,7D
-1496624518.14936,091,FF,FE,7D,9F,FC,E7,30,00
-1496624518.14973,092,6F,D7,6F,77,0F,A0,F7,E7
-1496624518.14986,200,02,95,80,00,80,59,05,21
-1496624518.15011,202,0C,71,2A,72,60,EE,00,86
-1496624518.15036,204,D4,00,7D,02,42,F7,12,20
-1496624518.15061,213,FF,FF,08,04,00,01,F8,40
-1496624518.15086,214,80,00,00,00,00,00,72,D0
-1496624518.15111,216,40,B2,FE,88,82,00,10,43
-1496624518.15123,217,00,66,00,83,00,00,00,71
-1496624518.15148,230,00,02,00,00,00,00,00,00
-1496624518.15173,25C,01,FA,06,52,24,18,82,5C
-1496624518.15198,415,00,87,C8,73,0F,FF,0F,FF
-1496624518.15223,4B0,B1,00,00,00,D0,00,A0,DE
-1496624518.15624,242,00,EB,20,0B,E7,00,00,01
-1496624518.15625,186,13,B3,01,F4,00,ED,04,00
-1496624518.15626,187,DC,14,08,00,00,70,00,00
-1496624518.15774,202,0C,70,32,72,62,EE,00,86
-1496624518.15775,204,D8,00,7D,02,43,F6,12,10
-1496624518.15776,047,20,00,00,00,00,00,00,00
-1496624518.15786,167,72,80,29,09,FF,E0,00,00
-1496624518.15924,217,00,67,00,83,00,00,00,71
-1496624518.15949,085,8E,42,80,00,35,10,7C,7D
-1496624518.1595,25C,01,FA,06,4D,24,18,82,5C
-1496624518.15951,3CC,00,00,00,00,00,00,00,00
-1496624518.15951,091,FF,FE,7D,A4,F6,E8,30,00
-1496624518.15961,092,6F,E4,6F,7B,0F,A0,E5,E8
-1496624518.15986,078,01,28,80,10,00,00,00,00
-1496624518.16011,3A8,E0,00,B8,BF,00,00,00,00
-1496624518.16524,083,00,20,00,00,00,00,00,00
